material,B_T,U_m_s,Ha,Re,Rm,N,feedback_sheet_upper,classification
PbLi,1.61994684e+00,1.24925863e-04,1.75193385e+03,3.47016287e+01,6.27945879e-06,8.84474977e+04,1.01723894e-07,drag-important
PbLi,1.68255588e+00,1.24925863e-04,1.81964404e+03,3.47016287e+01,6.27945879e-06,9.54163983e+04,1.05655403e-07,drag-important
PbLi,1.74758469e+00,1.24925863e-04,1.88997114e+03,3.47016287e+01,6.27945879e-06,1.02934388e+05,1.09738860e-07,drag-important
PbLi,1.81512678e+00,1.24925863e-04,1.96301631e+03,3.47016287e+01,6.27945879e-06,1.11044731e+05,1.13980138e-07,drag-important
PbLi,1.88527930e+00,1.24925863e-04,2.03888458e+03,3.47016287e+01,6.27945879e-06,1.19794099e+05,1.18385337e-07,drag-important
PbLi,1.95814313e+00,1.24925863e-04,2.11768507e+03,3.47016287e+01,6.27945879e-06,1.29232841e+05,1.22960791e-07,drag-important
PbLi,2.03382306e+00,1.24925863e-04,2.19953111e+03,3.47016287e+01,6.27945879e-06,1.39415275e+05,1.27713081e-07,drag-important
PbLi,2.11242793e+00,1.24925863e-04,2.28454041e+03,3.47016287e+01,6.27945879e-06,1.50399997e+05,1.32649041e-07,drag-important
PbLi,2.19407079e+00,1.24925863e-04,2.37283521e+03,3.47016287e+01,6.27945879e-06,1.62250221e+05,1.37775771e-07,drag-important
PbLi,2.27886905e+00,1.24925863e-04,2.46454250e+03,3.47016287e+01,6.27945879e-06,1.75034140e+05,1.43100643e-07,drag-important
PbLi,2.36694466e+00,1.24925863e-04,2.55979417e+03,3.47016287e+01,6.27945879e-06,1.88825322e+05,1.48631314e-07,drag-important
PbLi,2.45842429e+00,1.24925863e-04,2.65872721e+03,3.47016287e+01,6.27945879e-06,2.03703130e+05,1.54375740e-07,drag-important
PbLi,2.55343950e+00,1.24925863e-04,2.76148389e+03,3.47016287e+01,6.27945879e-06,2.19753181e+05,1.60342181e-07,drag-important
PbLi,2.65212693e+00,1.24925863e-04,2.86821200e+03,3.47016287e+01,6.27945879e-06,2.37067837e+05,1.66539218e-07,drag-important
PbLi,2.75462852e+00,1.24925863e-04,2.97906502e+03,3.47016287e+01,6.27945879e-06,2.55746740e+05,1.72975763e-07,drag-important
PbLi,2.86109168e+00,1.24925863e-04,3.09420239e+03,3.47016287e+01,6.27945879e-06,2.75897379e+05,1.79661073e-07,drag-important
PbLi,2.97166951e+00,1.24925863e-04,3.21378967e+03,3.47016287e+01,6.27945879e-06,2.97635715e+05,1.86604762e-07,drag-important
PbLi,3.08652104e+00,1.24925863e-04,3.33799887e+03,3.47016287e+01,6.27945879e-06,3.21086844e+05,1.93816817e-07,drag-important
PbLi,3.20581145e+00,1.24925863e-04,3.46700860e+03,3.47016287e+01,6.27945879e-06,3.46385720e+05,2.01307609e-07,drag-important
PbLi,3.32971230e+00,1.24925863e-04,3.60100441e+03,3.47016287e+01,6.27945879e-06,3.73677929e+05,2.09087912e-07,drag-important
PbLi,3.45840177e+00,1.24925863e-04,3.74017900e+03,3.47016287e+01,6.27945879e-06,4.03120529e+05,2.17168914e-07,drag-important
PbLi,3.59206493e+00,1.24925863e-04,3.88473252e+03,3.47016287e+01,6.27945879e-06,4.34882953e+05,2.25562237e-07,drag-important
PbLi,3.73089402e+00,1.24925863e-04,4.03487287e+03,3.47016287e+01,6.27945879e-06,4.69147982e+05,2.34279953e-07,drag-important
PbLi,3.87508869e+00,1.24925863e-04,4.19081596e+03,3.47016287e+01,6.27945879e-06,5.06112799e+05,2.43334598e-07,drag-important
PbLi,4.02485632e+00,1.24925863e-04,4.35278608e+03,3.47016287e+01,6.27945879e-06,5.45990126e+05,2.52739194e-07,drag-important
PbLi,4.18041228e+00,1.24925863e-04,4.52101614e+03,3.47016287e+01,6.27945879e-06,5.89009442e+05,2.62507267e-07,drag-important
PbLi,4.34198031e+00,1.24925863e-04,4.69574811e+03,3.47016287e+01,6.27945879e-06,6.35418310e+05,2.72652864e-07,drag-important
PbLi,4.50979274e+00,1.24925863e-04,4.87723325e+03,3.47016287e+01,6.27945879e-06,6.85483797e+05,2.83190577e-07,drag-important
PbLi,4.68409093e+00,1.24925863e-04,5.06573259e+03,3.47016287e+01,6.27945879e-06,7.39494012e+05,2.94135560e-07,drag-important
PbLi,4.86512554e+00,1.24925863e-04,5.26151720e+03,3.47016287e+01,6.27945879e-06,7.97759767e+05,3.05503554e-07,drag-important
PbLi,5.05315693e+00,1.24925863e-04,5.46486866e+03,3.47016287e+01,6.27945879e-06,8.60616361e+05,3.17310907e-07,drag-important
PbLi,5.24845551e+00,1.24925863e-04,5.67607941e+03,3.47016287e+01,6.27945879e-06,9.28425513e+05,3.29574601e-07,drag-important
PbLi,5.45130215e+00,1.24925863e-04,5.89545321e+03,3.47016287e+01,6.27945879e-06,1.00157744e+06,3.42312272e-07,drag-important
PbLi,5.66198857e+00,1.24925863e-04,6.12330555e+03,3.47016287e+01,6.27945879e-06,1.08049311e+06,3.55542239e-07,drag-important
PbLi,5.88081777e+00,1.24925863e-04,6.35996411e+03,3.47016287e+01,6.27945879e-06,1.16562666e+06,3.69283529e-07,drag-important
PbLi,6.10810447e+00,1.24925863e-04,6.60576925e+03,3.47016287e+01,6.27945879e-06,1.25746799e+06,3.83555903e-07,drag-important
PbLi,6.34417553e+00,1.24925863e-04,6.86107447e+03,3.47016287e+01,6.27945879e-06,1.35654563e+06,3.98379888e-07,drag-important
PbLi,6.58937046e+00,1.24925863e-04,7.12624694e+03,3.47016287e+01,6.27945879e-06,1.46342974e+06,4.13776803e-07,drag-important
PbLi,6.84404189e+00,1.24925863e-04,7.40166801e+03,3.47016287e+01,6.27945879e-06,1.57873539e+06,4.29768790e-07,drag-important
PbLi,7.10855606e+00,1.24925863e-04,7.68773378e+03,3.47016287e+01,6.27945879e-06,1.70312613e+06,4.46378849e-07,drag-important
PbLi,7.38329340e+00,1.24925863e-04,7.98485566e+03,3.47016287e+01,6.27945879e-06,1.83731779e+06,4.63630867e-07,drag-important
PbLi,7.66864902e+00,1.24925863e-04,8.29346094e+03,3.47016287e+01,6.27945879e-06,1.98208260e+06,4.81549655e-07,drag-important
PbLi,7.96503329e+00,1.24925863e-04,8.61399346e+03,3.47016287e+01,6.27945879e-06,2.13825363e+06,5.00160983e-07,drag-important
PbLi,8.27287247e+00,1.24925863e-04,8.94691419e+03,3.47016287e+01,6.27945879e-06,2.30672958e+06,5.19491618e-07,drag-important
PbLi,8.59260927e+00,1.24925863e-04,9.29270191e+03,3.47016287e+01,6.27945879e-06,2.48847999e+06,5.39569358e-07,drag-important
PbLi,8.92470352e+00,1.24925863e-04,9.65185392e+03,3.47016287e+01,6.27945879e-06,2.68455077e+06,5.60423080e-07,drag-important
PbLi,9.26963282e+00,1.24925863e-04,1.00248867e+04,3.47016287e+01,6.27945879e-06,2.89607024e+06,5.82082773e-07,drag-important
PbLi,9.62789324e+00,1.24925863e-04,1.04123368e+04,3.47016287e+01,6.27945879e-06,3.12425561e+06,6.04579589e-07,drag-important
PbLi,1.00000000e+01,1.24925863e-04,1.08147614e+04,3.47016287e+01,6.27945879e-06,3.37042003e+06,6.27945879e-07,drag-important
PbLi,5.00000000e-01,1.39629936e-04,5.40738070e+02,3.87860934e+01,7.01856610e-06,7.53872421e+03,3.50928305e-08,drag-important
PbLi,5.19324412e-01,1.39629936e-04,5.61636961e+02,3.87860934e+01,7.01856610e-06,8.13271070e+03,3.64491272e-08,drag-important
PbLi,5.39395691e-01,1.39629936e-04,5.83343570e+02,3.87860934e+01,7.01856610e-06,8.77349821e+03,3.78578431e-08,drag-important
PbLi,5.60242700e-01,1.39629936e-04,6.05889114e+02,3.87860934e+01,7.01856610e-06,9.46477426e+03,3.93210043e-08,drag-important
PbLi,5.81895423e-01,1.39629936e-04,6.29306016e+02,3.87860934e+01,7.01856610e-06,1.02105169e+04,4.08407149e-08,drag-important
PbLi,6.04384997e-01,1.39629936e-04,6.53627954e+02,3.87860934e+01,7.01856610e-06,1.10150176e+04,4.24191605e-08,drag-important
PbLi,6.27743767e-01,1.39629936e-04,6.78889906e+02,3.87860934e+01,7.01856610e-06,1.18829061e+04,4.40586112e-08,drag-important
PbLi,6.52005326e-01,1.39629936e-04,7.05128204e+02,3.87860934e+01,7.01856610e-06,1.28191767e+04,4.57614248e-08,drag-important
PbLi,6.77204565e-01,1.39629936e-04,7.32380580e+02,3.87860934e+01,7.01856610e-06,1.38292173e+04,4.75300501e-08,drag-important
PbLi,7.03377726e-01,1.39629936e-04,7.60686229e+02,3.87860934e+01,7.01856610e-06,1.49188405e+04,4.93670307e-08,drag-important
PbLi,7.30562449e-01,1.39629936e-04,7.90085858e+02,3.87860934e+01,7.01856610e-06,1.60943165e+04,5.12750084e-08,drag-important
PbLi,7.58797829e-01,1.39629936e-04,8.20621748e+02,3.87860934e+01,7.01856610e-06,1.73624099e+04,5.32567272e-08,drag-important
PbLi,7.88124474e-01,1.39629936e-04,8.52337814e+02,3.87860934e+01,7.01856610e-06,1.87304182e+04,5.53150371e-08,drag-important
PbLi,8.18584558e-01,1.39629936e-04,8.85279669e+02,3.87860934e+01,7.01856610e-06,2.02062137e+04,5.74528983e-08,drag-important
PbLi,8.50221890e-01,1.39629936e-04,9.19494688e+02,3.87860934e+01,7.01856610e-06,2.17982892e+04,5.96733853e-08,drag-important
PbLi,8.83081967e-01,1.39629936e-04,9.55032077e+02,3.87860934e+01,7.01856610e-06,2.35158066e+04,6.19796916e-08,drag-important
PbLi,9.17212047e-01,1.39629936e-04,9.91942945e+02,3.87860934e+01,7.01856610e-06,2.53686495e+04,6.43751338e-08,drag-important
PbLi,9.52661215e-01,1.39629936e-04,1.03028037e+03,3.87860934e+01,7.01856610e-06,2.73674804e+04,6.68631571e-08,drag-important
PbLi,9.89480451e-01,1.39629936e-04,1.07009950e+03,3.87860934e+01,7.01856610e-06,2.95238020e+04,6.94473396e-08,drag-important
PbLi,1.02772271e+00,1.39629936e-04,1.11145759e+03,3.87860934e+01,7.01856610e-06,3.18500231e+04,7.21313976e-08,drag-important
PbLi,1.06744298e+00,1.39629936e-04,1.15441412e+03,3.87860934e+01,7.01856610e-06,3.43595305e+04,7.49191914e-08,drag-important
PbLi,1.10869840e+00,1.39629936e-04,1.19903087e+03,3.87860934e+01,7.01856610e-06,3.70667653e+04,7.78147301e-08,drag-important
PbLi,1.15154829e+00,1.39629936e-04,1.24537200e+03,3.87860934e+01,7.01856610e-06,3.99873070e+04,8.08221780e-08,drag-important
PbLi,1.19605428e+00,1.39629936e-04,1.29350417e+03,3.87860934e+01,7.01856610e-06,4.31379622e+04,8.39458602e-08,drag-important
PbLi,1.24228037e+00,1.39629936e-04,1.34349658e+03,3.87860934e+01,7.01856610e-06,4.65368618e+04,8.71902690e-08,drag-important
PbLi,1.29029305e+00,1.39629936e-04,1.39542115e+03,3.87860934e+01,7.01856610e-06,5.02035654e+04,9.05600705e-08,drag-important
PbLi,1.34016136e+00,1.39629936e-04,1.44935253e+03,3.87860934e+01,7.01856610e-06,5.41591737e+04,9.40601108e-08,drag-important
PbLi,1.39195702e+00,1.39629936e-04,1.50536831e+03,3.87860934e+01,7.01856610e-06,5.84264498e+04,9.76954236e-08,drag-important
PbLi,1.44575452e+00,1.39629936e-04,1.56354902e+03,3.87860934e+01,7.01856610e-06,6.30299505e+04,1.01471237e-07,drag-important
PbLi,1.50163124e+00,1.39629936e-04,1.62397836e+03,3.87860934e+01,7.01856610e-06,6.79961674e+04,1.05392981e-07,drag-important
PbLi,1.55966752e+00,1.39629936e-04,1.68674321e+03,3.87860934e+01,7.01856610e-06,7.33536794e+04,1.09466296e-07,drag-important
PbLi,1.61994684e+00,1.39629936e-04,1.75193385e+03,3.87860934e+01,7.01856610e-06,7.91333172e+04,1.13697040e-07,drag-important
PbLi,1.68255588e+00,1.39629936e-04,1.81964404e+03,3.87860934e+01,7.01856610e-06,8.53683405e+04,1.18091297e-07,drag-important
PbLi,1.74758469e+00,1.39629936e-04,1.88997114e+03,3.87860934e+01,7.01856610e-06,9.20946300e+04,1.22655386e-07,drag-important
PbLi,1.81512678e+00,1.39629936e-04,1.96301631e+03,3.87860934e+01,7.01856610e-06,9.93508932e+04,1.27395873e-07,drag-important
PbLi,1.88527930e+00,1.39629936e-04,2.03888458e+03,3.87860934e+01,7.01856610e-06,1.07178887e+05,1.32319574e-07,drag-important
PbLi,1.95814313e+00,1.39629936e-04,2.11768507e+03,3.87860934e+01,7.01856610e-06,1.15623660e+05,1.37433570e-07,drag-important
PbLi,2.03382306e+00,1.39629936e-04,2.19953111e+03,3.87860934e+01,7.01856610e-06,1.24733808e+05,1.42745216e-07,drag-important
PbLi,2.11242793e+00,1.39629936e-04,2.28454041e+03,3.87860934e+01,7.01856610e-06,1.34561757e+05,1.48262151e-07,drag-important
PbLi,2.19407079e+00,1.39629936e-04,2.37283521e+03,3.87860934e+01,7.01856610e-06,1.45164064e+05,1.53992309e-07,drag-important
PbLi,2.27886905e+00,1.39629936e-04,2.46454250e+03,3.87860934e+01,7.01856610e-06,1.56601741e+05,1.59943930e-07,drag-important
PbLi,2.36694466e+00,1.39629936e-04,2.55979417e+03,3.87860934e+01,7.01856610e-06,1.68940608e+05,1.66125575e-07,drag-important
PbLi,2.45842429e+00,1.39629936e-04,2.65872721e+03,3.87860934e+01,7.01856610e-06,1.82251672e+05,1.72546134e-07,drag-important
PbLi,2.55343950e+00,1.39629936e-04,2.76148389e+03,3.87860934e+01,7.01856610e-06,1.96611533e+05,1.79214839e-07,drag-important
PbLi,2.65212693e+00,1.39629936e-04,2.86821200e+03,3.87860934e+01,7.01856610e-06,2.12102828e+05,1.86141282e-07,drag-important
PbLi,2.75462852e+00,1.39629936e-04,2.97906502e+03,3.87860934e+01,7.01856610e-06,2.28814702e+05,1.93335424e-07,drag-important
PbLi,2.86109168e+00,1.39629936e-04,3.09420239e+03,3.87860934e+01,7.01856610e-06,2.46843329e+05,2.00807611e-07,drag-important
PbLi,2.97166951e+00,1.39629936e-04,3.21378967e+03,3.87860934e+01,7.01856610e-06,2.66292456e+05,2.08568589e-07,drag-important
PbLi,3.08652104e+00,1.39629936e-04,3.33799887e+03,3.87860934e+01,7.01856610e-06,2.87274006e+05,2.16629520e-07,drag-important
PbLi,3.20581145e+00,1.39629936e-04,3.46700860e+03,3.87860934e+01,7.01856610e-06,3.09908722e+05,2.25001996e-07,drag-important
PbLi,3.32971230e+00,1.39629936e-04,3.60100441e+03,3.87860934e+01,7.01856610e-06,3.34326859e+05,2.33698059e-07,drag-important
PbLi,3.45840177e+00,1.39629936e-04,3.74017900e+03,3.87860934e+01,7.01856610e-06,3.60668934e+05,2.42730214e-07,drag-important
PbLi,3.59206493e+00,1.39629936e-04,3.88473252e+03,3.87860934e+01,7.01856610e-06,3.89086537e+05,2.52111452e-07,drag-important
PbLi,3.73089402e+00,1.39629936e-04,4.03487287e+03,3.87860934e+01,7.01856610e-06,4.19743203e+05,2.61855263e-07,drag-important
PbLi,3.87508869e+00,1.39629936e-04,4.19081596e+03,3.87860934e+01,7.01856610e-06,4.52815350e+05,2.71975661e-07,drag-important
PbLi,4.02485632e+00,1.39629936e-04,4.35278608e+03,3.87860934e+01,7.01856610e-06,4.88493297e+05,2.82487201e-07,drag-important
PbLi,4.18041228e+00,1.39629936e-04,4.52101614e+03,3.87860934e+01,7.01856610e-06,5.26982359e+05,2.93404999e-07,drag-important
PbLi,4.34198031e+00,1.39629936e-04,4.69574811e+03,3.87860934e+01,7.01856610e-06,5.68504027e+05,3.04744758e-07,drag-important
PbLi,4.50979274e+00,1.39629936e-04,4.87723325e+03,3.87860934e+01,7.01856610e-06,6.13297245e+05,3.16522785e-07,drag-important
PbLi,4.68409093e+00,1.39629936e-04,5.06573259e+03,3.87860934e+01,7.01856610e-06,6.61619782e+05,3.28756018e-07,drag-important
PbLi,4.86512554e+00,1.39629936e-04,5.26151720e+03,3.87860934e+01,7.01856610e-06,7.13749719e+05,3.41462052e-07,drag-important
PbLi,5.05315693e+00,1.39629936e-04,5.46486866e+03,3.87860934e+01,7.01856610e-06,7.69987045e+05,3.54659159e-07,drag-important
PbLi,5.24845551e+00,1.39629936e-04,5.67607941e+03,3.87860934e+01,7.01856610e-06,8.30655388e+05,3.68366319e-07,drag-important
PbLi,5.45130215e+00,1.39629936e-04,5.89545321e+03,3.87860934e+01,7.01856610e-06,8.96103874e+05,3.82603245e-07,drag-important
PbLi,5.66198857e+00,1.39629936e-04,6.12330555e+03,3.87860934e+01,7.01856610e-06,9.66709137e+05,3.97390410e-07,drag-important
PbLi,5.88081777e+00,1.39629936e-04,6.35996411e+03,3.87860934e+01,7.01856610e-06,1.04287748e+06,4.12749083e-07,drag-important
PbLi,6.10810447e+00,1.39629936e-04,6.60576925e+03,3.87860934e+01,7.01856610e-06,1.12504724e+06,4.28701350e-07,drag-important
PbLi,6.34417553e+00,1.39629936e-04,6.86107447e+03,3.87860934e+01,7.01856610e-06,1.21369127e+06,4.45270153e-07,drag-important
PbLi,6.58937046e+00,1.39629936e-04,7.12624694e+03,3.87860934e+01,7.01856610e-06,1.30931968e+06,4.62479321e-07,drag-important
PbLi,6.84404189e+00,1.39629936e-04,7.40166801e+03,3.87860934e+01,7.01856610e-06,1.41248279e+06,4.80353604e-07,drag-important
PbLi,7.10855606e+00,1.39629936e-04,7.68773378e+03,3.87860934e+01,7.01856610e-06,1.52377426e+06,4.98918706e-07,drag-important
PbLi,7.38329340e+00,1.39629936e-04,7.98485566e+03,3.87860934e+01,7.01856610e-06,1.64383454e+06,5.18201328e-07,drag-important
PbLi,7.66864902e+00,1.39629936e-04,8.29346094e+03,3.87860934e+01,7.01856610e-06,1.77335453e+06,5.38229200e-07,drag-important
PbLi,7.96503329e+00,1.39629936e-04,8.61399346e+03,3.87860934e+01,7.01856610e-06,1.91307959e+06,5.59031126e-07,drag-important
PbLi,8.27287247e+00,1.39629936e-04,8.94691419e+03,3.87860934e+01,7.01856610e-06,2.06381377e+06,5.80637023e-07,drag-important
PbLi,8.59260927e+00,1.39629936e-04,9.29270191e+03,3.87860934e+01,7.01856610e-06,2.22642451e+06,6.03077961e-07,drag-important
PbLi,8.92470352e+00,1.39629936e-04,9.65185392e+03,3.87860934e+01,7.01856610e-06,2.40184757e+06,6.26386216e-07,drag-important
PbLi,9.26963282e+00,1.39629936e-04,1.00248867e+04,3.87860934e+01,7.01856610e-06,2.59109246e+06,6.50595307e-07,drag-important
PbLi,9.62789324e+00,1.39629936e-04,1.04123368e+04,3.87860934e+01,7.01856610e-06,2.79524821e+06,6.75740051e-07,drag-important
PbLi,1.00000000e+01,1.39629936e-04,1.08147614e+04,3.87860934e+01,7.01856610e-06,3.01548968e+06,7.01856610e-07,drag-important
PbLi,5.00000000e-01,1.56064713e-04,5.40738070e+02,4.33513093e+01,7.84466811e-06,6.74484037e+03,3.92233405e-08,drag-important
PbLi,5.19324412e-01,1.56064713e-04,5.61636961e+02,4.33513093e+01,7.84466811e-06,7.27627566e+03,4.07392766e-08,drag-important
PbLi,5.39395691e-01,1.56064713e-04,5.83343570e+02,4.33513093e+01,7.84466811e-06,7.84958348e+03,4.23138017e-08,drag-important
PbLi,5.60242700e-01,1.56064713e-04,6.05889114e+02,4.33513093e+01,7.84466811e-06,8.46806300e+03,4.39491805e-08,drag-important
PbLi,5.81895423e-01,1.56064713e-04,6.29306016e+02,4.33513093e+01,7.84466811e-06,9.13527339e+03,4.56477646e-08,drag-important
PbLi,6.04384997e-01,1.56064713e-04,6.53627954e+02,4.33513093e+01,7.84466811e-06,9.85505420e+03,4.74119971e-08,drag-important
PbLi,6.27743767e-01,1.56064713e-04,6.78889906e+02,4.33513093e+01,7.84466811e-06,1.06315475e+04,4.92444151e-08,drag-important
PbLi,6.52005326e-01,1.56064713e-04,7.05128204e+02,4.33513093e+01,7.84466811e-06,1.14692219e+04,5.11476539e-08,drag-important
PbLi,6.77204565e-01,1.56064713e-04,7.32380580e+02,4.33513093e+01,7.84466811e-06,1.23728977e+04,5.31244506e-08,drag-important
PbLi,7.03377726e-01,1.56064713e-04,7.60686229e+02,4.33513093e+01,7.84466811e-06,1.33477754e+04,5.51776482e-08,drag-important
PbLi,7.30562449e-01,1.56064713e-04,7.90085858e+02,4.33513093e+01,7.84466811e-06,1.43994651e+04,5.73101994e-08,drag-important
PbLi,7.58797829e-01,1.56064713e-04,8.20621748e+02,4.33513093e+01,7.84466811e-06,1.55340188e+04,5.95251713e-08,drag-important
PbLi,7.88124474e-01,1.56064713e-04,8.52337814e+02,4.33513093e+01,7.84466811e-06,1.67579656e+04,6.18257492e-08,drag-important
PbLi,8.18584558e-01,1.56064713e-04,8.85279669e+02,4.33513093e+01,7.84466811e-06,1.80783489e+04,6.42152418e-08,drag-important
PbLi,8.50221890e-01,1.56064713e-04,9.19494688e+02,4.33513093e+01,7.84466811e-06,1.95027670e+04,6.66970854e-08,drag-important
PbLi,8.83081967e-01,1.56064713e-04,9.55032077e+02,4.33513093e+01,7.84466811e-06,2.10394169e+04,6.92748494e-08,drag-important
PbLi,9.17212047e-01,1.56064713e-04,9.91942945e+02,4.33513093e+01,7.84466811e-06,2.26971416e+04,7.19522409e-08,drag-important
PbLi,9.52661215e-01,1.56064713e-04,1.03028037e+03,4.33513093e+01,7.84466811e-06,2.44854808e+04,7.47331105e-08,drag-important
PbLi,9.89480451e-01,1.56064713e-04,1.07009950e+03,4.33513093e+01,7.84466811e-06,2.64147256e+04,7.76214574e-08,drag-important
PbLi,1.02772271e+00,1.56064713e-04,1.11145759e+03,4.33513093e+01,7.84466811e-06,2.84959784e+04,8.06214355e-08,drag-important
PbLi,1.06744298e+00,1.56064713e-04,1.15441412e+03,4.33513093e+01,7.84466811e-06,3.07412159e+04,8.37373593e-08,drag-important
PbLi,1.10869840e+00,1.56064713e-04,1.19903087e+03,4.33513093e+01,7.84466811e-06,3.31633587e+04,8.69737098e-08,drag-important
PbLi,1.15154829e+00,1.56064713e-04,1.24537200e+03,4.33513093e+01,7.84466811e-06,3.57763456e+04,9.03351415e-08,drag-important
PbLi,1.19605428e+00,1.56064713e-04,1.29350417e+03,4.33513093e+01,7.84466811e-06,3.85952133e+04,9.38264886e-08,drag-important
PbLi,1.24228037e+00,1.56064713e-04,1.34349658e+03,4.33513093e+01,7.84466811e-06,4.16361835e+04,9.74527721e-08,drag-important
PbLi,1.29029305e+00,1.56064713e-04,1.39542115e+03,4.33513093e+01,7.84466811e-06,4.49167559e+04,1.01219207e-07,drag-important
PbLi,1.34016136e+00,1.56064713e-04,1.44935253e+03,4.33513093e+01,7.84466811e-06,4.84558092e+04,1.05131211e-07,drag-important
PbLi,1.39195702e+00,1.56064713e-04,1.50536831e+03,4.33513093e+01,7.84466811e-06,5.22737093e+04,1.09194408e-07,drag-important
PbLi,1.44575452e+00,1.56064713e-04,1.56354902e+03,4.33513093e+01,7.84466811e-06,5.63924271e+04,1.13414644e-07,drag-important
PbLi,1.50163124e+00,1.56064713e-04,1.62397836e+03,4.33513093e+01,7.84466811e-06,6.08356643e+04,1.17797987e-07,drag-important
PbLi,1.55966752e+00,1.56064713e-04,1.68674321e+03,4.33513093e+01,7.84466811e-06,6.56289904e+04,1.22350741e-07,drag-important
PbLi,1.61994684e+00,1.56064713e-04,1.75193385e+03,4.33513093e+01,7.84466811e-06,7.07999892e+04,1.27079453e-07,drag-important
PbLi,1.68255588e+00,1.56064713e-04,1.81964404e+03,4.33513093e+01,7.84466811e-06,7.63784182e+04,1.31990924e-07,drag-important
PbLi,1.74758469e+00,1.56064713e-04,1.88997114e+03,4.33513093e+01,7.84466811e-06,8.23963792e+04,1.37092219e-07,drag-important
PbLi,1.81512678e+00,1.56064713e-04,1.96301631e+03,4.33513093e+01,7.84466811e-06,8.88885038e+04,1.42390672e-07,drag-important
PbLi,1.88527930e+00,1.56064713e-04,2.03888458e+03,4.33513093e+01,7.84466811e-06,9.58921518e+04,1.47893904e-07,drag-important
PbLi,1.95814313e+00,1.56064713e-04,2.11768507e+03,4.33513093e+01,7.84466811e-06,1.03447627e+05,1.53609829e-07,drag-important
PbLi,2.03382306e+00,1.56064713e-04,2.19953111e+03,4.33513093e+01,7.84466811e-06,1.11598408e+05,1.59546669e-07,drag-important
PbLi,2.11242793e+00,1.56064713e-04,2.28454041e+03,4.33513093e+01,7.84466811e-06,1.20391401e+05,1.65712960e-07,drag-important
PbLi,2.19407079e+00,1.56064713e-04,2.37283521e+03,4.33513093e+01,7.84466811e-06,1.29877206e+05,1.72117571e-07,drag-important
