Ha,cells_per_half_width,cell_size_over_a,delta_H_over_a,cells_per_Hartmann_layer,resolution_label,alpha_eff_a2_over_nu,closure_recommended
1.36151055e+01,39,2.56410256e-02,7.34478335e-02,2.86446551e+00,underresolved,2.00065473e+02,True
1.43450290e+01,39,2.56410256e-02,6.97105597e-02,2.71871183e+00,underresolved,2.21199820e+02,True
1.51140847e+01,39,2.56410256e-02,6.61634510e-02,2.58037459e+00,underresolved,2.44620491e+02,True
1.59243704e+01,39,2.56410256e-02,6.27968312e-02,2.44907642e+00,underresolved,2.70576948e+02,True
1.67780966e+01,39,2.56410256e-02,5.96015163e-02,2.32445914e+00,underresolved,2.99346002e+02,True
1.76775922e+01,39,2.56410256e-02,5.65687899e-02,2.20618281e+00,underresolved,3.31234819e+02,True
1.86253109e+01,39,2.56410256e-02,5.36903789e-02,2.09392478e+00,underresolved,3.66584255e+02,True
1.96238381e+01,39,2.56410256e-02,5.09584311e-02,1.98737881e+00,underresolved,4.05772553e+02,True
2.06758976e+01,39,2.56410256e-02,4.83654940e-02,1.88625427e+00,underresolved,4.49219461e+02,True
2.17843593e+01,39,2.56410256e-02,4.59044944e-02,1.79027528e+00,underresolved,4.97390784e+02,True
2.29522472e+01,39,2.56410256e-02,4.35687187e-02,1.69918003e+00,underresolved,5.50803451e+02,True
2.41827470e+01,39,2.56410256e-02,4.13517951e-02,1.61272001e+00,underresolved,6.10031135e+02,True
2.54792155e+01,39,2.56410256e-02,3.92476762e-02,1.53065937e+00,underresolved,6.75710491e+02,True
2.68451894e+01,39,2.56410256e-02,3.72506218e-02,1.45277425e+00,underresolved,7.48548077e+02,True
